listing_id,comments
218103,"Luis's place is very relaxing, an oasis in Bordeaux. Its a little outside the city in location, but feels like youve entered some spiritual retreat in Southwest Asia. Definitely a trip, in a good way! He has put a lot of energy and his whole heart into the place. And he cooks you an amazing in the mornings!!"
218103,"Luis was an outstanding host. He made us feel at home from the very second we walked in. The room was very comfortable and quite modern. Luis was very flexible with our breakfast schedule, which varied every day depending on how late we came home the previous night. The freshly baked baguette every morning was my absolute favorite. Location is superb if you don't like being in the middle of the busy streets. Metro is only 2 blocks away that takes you straight into the heart of Bordeaux. If I ever go back to Bordeaux, I will definitely stay at Luis' B&B again and make sure I find time to make use of the outdoor jacuzzi. Thanks Luis!"
218103,"Luis was helpful from the start. Always replied promptly and answered any questions. 

The B & B is lovely and clean and a 10 min tram ride to Bordeaux. Luis goes to a lot of trouble to make you a delicious breakfast each morning. The fresh baguette is so yum!

Highly recommend. We were easily picked up from the location to do a wine tour around St Emilion.

Highly recommend!"
218103,"One can never underestimate the importance of a good host when in a foreign country and Luis is the definition of a fantastic host!!  He was warm and accommodating, made us feel comfortable and had great suggestions and advice for travel.  Le Clos Des Bamboos is the perfect spot if you want to galavant around wine region (plenty of parking with no extra cost) or if you want to shoot into the heart of Bordeaux by tram car.  There is also a great tranquility to Luis' place if you just need to relax and stay in for the day.  We had great breakfast conversations with Luis over the fresh baguettes he served and had we had more time, we could have talked for hours.  The yoga space and jacuzzi were great bonuses.  My only regret is that we did not book there first and stay longer."
218103,"Luis is a funny, friendly, wonderful host. Our train was delayed hours, and Luis was very accommodating. The suite was nicer and cleaner than most you'll find at any hotels. My friend and I arrived before the check in time to drop our luggage off, and the place looked like it had been cleaned already but Luis insisted that he had to clean it more! The beds were super comfortable. The entire atmosphere of the room and the common areas were as zen as the pictures made it seem.

Breakfast was fantastic and beautifully and painstakingly laid out down to the last miniature jam spoon. There were so many choices of everything, and we are sorry again for getting up too early before it was all finished!

I will definitely be back any time I am in Bordeaux :)"
218103,"Un week-end parfait dans ce petit coin de paradis. Luis a vraiment su nous mettre à l'aise dès notre arrivée, visite complète des lieux et des informations utiles sur les alentours.  Le logement est charmant, le lit ultra confortable et tout le nécessaire de vaisselle à notre disposition. De plus le jacuzzi est vraiment exceptionnel.
En bref deux nuits durant lesquelles nous nous sommes sentis dépaysés grâce à l'ambiance qui règne au clos des bambous."
218103,"Estuvimos como en casa en el apartamento de Luis, cuando nos recibió nos explicó y recomendó muchos sitios para visitar. El sitio está bien ubicado con todos los servicios (Website hidden by Airbnb) habitación muy bien acondicionada. El único punto negativo de la experiencia fue la piscina que tenía exceso de cloro, hay que vigilar con esto! Gracias por todo Luis."
218103,Luis est un hôte charmant qui nous a parfaitement expliqué le fonctionnement du gîte très confortable que nous avons beaucoup apprécié. Nous avons été très sensibles à l'exubérance du jardin tropical
218103,"VENUE A BORDEAUX POUR FETER LE NOUVEL AN AVEC UNE AMIE NOUS AVONS ETE ACCUEUILLIES PAR LUIS QUI NOUS A EXCUSE POUR NOTRE RETARD IL A ETE TRES AVENANT ET SERVIABLE ...SEJOUR FORMIDABLE.!!
MERCI LUIS"
218103,Luis nous a très bien accueillis et est très disponible en cas de besoin. Il a su recréer un havre de paix au sein de la ville.  L'appartement est superbe et la partie jacuzzi est un vrai plus pour un moment détente ! je le recommande
218103,"Appart hyper fonctionnel , après cela fait un peu trop chambre d'hôtel pour un Airbnb à notre goût . Luis est très arrangeant et communicatif ce qui est tres pratique . Un tram tout près amène en 10mn à Bordeaux et le quartier est très calme .Nous n'avons juste pas tellement aimé la petite terrasse (nous avions aussi choisi ce logement pour pouvoir dîner tranquille en extérieur ) qui donne Juste sous la fenêtre d'un autre appartement loué par Luis , Et niveau intimité sonore du coup c'était complètement raté car nous entendions chaque détail de la vie et des discussions des gens qui y logeaient , comme si ils étaient avec nous ....dommage !"
218103,"Venu sur Bordeaux pour 5 jours à trois , nous avons eu la chance d'être accueilli au clos des bambous par Luis . 

Pour ma part c'est la première fois que j'utilise Airbnb et je suis plus que satisfaite du choix que j'ai fait . 

À 5min à peine du tramway et à 15minutes du centre ville de bordeaux , le clos des bambous et parfaitement situé pour les personnes non véhiculé . 

En ce qui concerne le séjour , Luis nous a réservé un très bel accueil et une visite des lieux très sympa , c'est une personne très chaleureuse , à l'écoute et disponible . 
 
Notre petit studio terrasse était tout simplement parfait très spacieux et très bien aménagé , l'impression d'être complètement dépaysé . En ce qui concerne la terrasse c'était vraiment La cerise sur le gâteaux pour nous les filles qui aimons lézarder au soleil , de 10h à 16h pleins soleil un petit régal pour nous . 

Je vous recommande le clos des bambous + + +"
218103,"Parfait, comme décrit, un havre de paix.....  N'hésitez pas à vous laisser guider par Luis, un hôte rempli de conseils et de coups de pouce pour faire de votre séjour un très bon moment."
218103,"excellent accueil
emplacement idéal pour notre séjour
dépaysement garanti
un seul regret : nous n avons pas eu le temps d apprécier l espace privé."
218103,"Logement assez propre, très calme, au milieu d'un beau décor tropical, mais nous avons trouvé qu'il est trop cher pour ce qu'il proposait (petit déjeuner et jacuzzi en suppléments, et assez importants).
On avait une terrasse très sympa avec hamac, table à manger et salon de jardin, malheureusement, aucune lumière n'y est installé.
Nous n'avons pas pu nous connecter au WI-FI durant notre séjour : problème Orange selon Luis, qui nous a donné d'autres codes qui marchaient pas non plus."
218103,"petit break entre amis très sympa ! 
Dommage que nous n'avons pas eu la chance de gouter au Jacuzzi !
Une prochaine fois :)"
218103,merci c était très sympa
218103,"Dès notre arrivée, la rencontre avec Luis fut magique! Son sourire et sa bonne humeur nous ont fait nous sentir tout de suite en vacances, il nous a fait découvrir son magnifique logement et nous découvrions chaque pièces émerveillés! La déco est splendide et Luis veille à ce que chacun ai sa tranquillité. Nous recommandons sincèrement ce logement et avons déjà hâte de revenir y passer quelques jours."
218103,"Attendez vous à quelque chose de grandiose ! 
Dès l'arrivée sur les lieux Luis vous explique tout et vous laisse en parfaite autonomie dans le logement. 
Luis est un hôte qui fera attention à votre bien être et au bon déroulement de votre séjour.
N'hésitez plus !"
218103,"Un accueil digne des plus grandes maisons d’hôtes, une véritable déconnexion en pleine ville, merci Luis!"
218103,Super endroit ! Accueil parfait allez y les yeux fermés !
218103,"Très bon accueil. Logement confortable et dépaysant (décoration extérieure réussie, faite de plantes exotiques) bien situé par rapport au centre de Bordeaux qui est à 10 minutes en tram. Quartier calme et parking gratuit. Très bonne adresse. Assez proche d'un 4 étoiles."
218103,Des hôtes charmants dans un endroit cosy parfaitement propre. Arrivée tardive qui n'a posé aucun problème. Merci pour ce séjour.
218103,"Nous avons eu l’impression d’être ailleurs le temps d’un week-end .Accueil parfait .
Tout était encore mieux que ce que nous attendions .
Merci luis"
218103,Nous somme réelement rentrer dans un cocon en arrivant chez Luis. Nous avons trouver le calme et la nature comme annoncer . Le jacuzzi en supplément vos le détour.
218103,"Excellent séjour, dommage que le jaccuzi et la grande terrasse n’etaient plus accessibles a partir de minuit."
218103,"Nous avons été accueillis par Luis à notre arrivées pour nôtre week-end de 4 jours. Luis a été très soucieux du bien être de notre week-end en nous donnant un maximum de bons plans et d’astuces pour faire le maximum de choses en 4 jours et pourvoir profiter a fond. Grâce à lui c’est ce qu’on a fait! L’appartement était propre, spacieux et la décoration très jolie. 
Le jacuzzi est le vrai petit plus de ce Airbnb pour ce détendre de jour comme de nuit. 
Chris quant a lui est très souriant, arrangeant et aimable. Nous ne regrettons pas d’être venus nous reviendrons sans hésiter!!! Des hôtes et un Airbnb au top. Merci pour tout."
218103,"Petit appartement mais fonctionnel et terrasse agréable. Propreté moyenne. Le quartier n est pas agréable pour un séjour à Bordeaux, bien que le centre ville soit accessible facilement en tram, ça n a aucun charme et proche de quartiers sensibles en allant vers l arret de tram. Un peu cher pour séjourner dans ce genre de quartier..."
222887,Suzanna's apartment is amazing and it was a truly lovely experience staying in her place.  She was a delight to deal with as were the people who helped us check in and out.  I highly recommend her and would absolutely stay in this apartment again if given the chance!
222887,Great communication  & directions from railway station appartment was  as displayed in photos great location we 2 couples had plenty of space to move view from out side deck was great looking out over the  bridge & river lovely  to sit & have a wine & cheese would recommend  this appartment  to every one would stay there if we get back to bordeaux also great to have an elevator  although  it is small
222887,Fabulous location over Bordeaux and manager very helpful. Easy walk into the centre of town.
222887,"Location is always a must for us and this place stands out in terms of location and confort. Charlotte, the manager, did her best to make us feel at home and directed us in the neighborhood. We loved the experience."
222887,This apartment is delightful.  Thoughtfully and carefully organised so you have everything you need.  I loved Susannah's attention to detail - there was lots of information about local tourist and eating places.  The apartment is cosy and beautifully furnished.  I thoroughly recommend this as a place to stay in Bordeaux
222887,"Great appartment! Located in the center of Bordeaux. We stayed for 4 days. The parking is nearby, just a 2min walk. One of the biggest shoppingstreets is on 10min walking distance. Charlotte talked us through the appartment en give us some advice on how to get around Bordeaux. Really friendly and nice person. The view from the balcony is spectacular. And the balcony is even bigger then showed on the picture.

I would recommand this appartment to everyone.

Thank you for the service!

Saidjah and Kim Lien"
222887,"The apartment was in a great location. We were very happy for the elevator because of the baby stroller. The view from the patio was beautiful and Charlotte was very helpful and always quick with a reply. Suzanne's information book was very helpful and much appreciated. Bedrooms are a little small and can get quite warm but the fans definitely help. Overall, we had a great time here."
222887,"The two bedroom apartment was exactly what we needed for our 6 day stay in Bordeaux. The loft has lots of windows, a bonus skylight in the kitchen and great views from the terrace over Pont Pierre. The space is comfortable and not cluttered, outfitted with everything you need to make meals at home or just relax. Charlotte met us at the apartment and provided all kinds of information from local restaurants, parking for our car and a great day trip to the wine district in Saint Emilion. Although the apartment is located on a busy street, the windows block it all out in the evenings so noise was not an issue. The bathroom has been recently renovated and the beds are comfortable. Thank you Suzanne and Charlotte, the apartment will be on our recommendations list for sure."
222887,"Staying at this apartment we had an unforgettable time in Bordeaux. The view from the balcony is magical, the apartment was very clean , contained all the necessary amenities and the location is very central. We were able to walk to all the sights, shops and restaurants. If you have car there are also parking garages close by. Details of the above were all provided to us at check in and there are several books in the apartment which we used to aid in our adventures in and around Bordeaux. A great place to stay for a group of 4 people!"
222887,Our family of 4 enjoyed our stay in Bordeaux. Suzanna's apartment was well located with restaurants and cafes nearby. The terrace was a lovely spot to sit and enjoy a glass of wine following a long day of exploring the region. Suzanna was a wonderful host and returned my emails promptly. I would recommend the apartment to other families of 4.
222887,"We loved our stay at the Bordeaux Terrace. It was centrally located, easy to reach by the tram, and within walking distance of nearly everything we wanted to do. Suzanna was wonderful. She was quick to respond and was a great host. Her colleague, Charlotte, met us earlier in the check in day so that we could drop off our bags and begin exploring the city. We really appreciated the flexibility. The space in the flat was perfect. The common area was very comfortable and a social space. The beds have a restful and full night of sleep. We highly recommend this listing."
222887,"This nicely appointed apartment is well situated for exploring Bordeaux.  The building is quiet and the terrace is a special treat.  With the tram stop so close, everything is just a short trip away.  Suzanna and Charlotte could not have been more acommodating or helpful."
222887,The host canceled this reservation 73 days before arrival. This is an automated posting.
222887,"Suzanna's apartment is in a fantastic location for exploring Bordeaux's sights.   The old city with so many excellent restaurants is within very easy walking distance.   Two minutes walk to the excellent tram service allows you to explore more of the city and reach the station within 5 minutes.   The aprtment is well appointed and comfortable.    We were rather worried on arrival as the lift to the 4th floor was out of action - but this was sorted out very quickly by Charlotte, Suzannah's colleague.   All in all a lovely aprtment which I would thoroughly recommend."
222887,"The apartment is superb - a wonderful fusion of old world structures and modern facilities.

The location is in a good spot halfway between Gare St Jean and the Hotel de Ville, and having Rue St Catherine within strolling distance is great.

We really enjoyed staying in this apartment in Bordeaux, and would recommend it for adult travelers in groups of 2-4 as a great base for exploring the city.

Close to trams A and C, as well as the trains it's easy to get around and back from this location next to Cours Victor Hugo."
222887,"Great little apartment in a central location. It felt very French and everything we needed was to hand. The terrace makes this a real find and we enjoyed an evening vino watching the world go by. This apartment is in an old building so expect all that goes with that. We found it quaint, quirky and perfect for a few nights on a city break. Suzanna was always easy to contact and made sure we were looked after."
222887,Een prachtige plek midden in Bordeaux. Leuk uitzicht. Dichtbij het mooie centrum. Sfeervol.
222887,We enjoyed our stay in Bordeaux; the view from Suzanna's apartment is excellent and it's very close to all amenities.
222887,"If you're looking for a place to stay in Bordeaux then this has to be it. The apartment is located close to bars, cafes, restaurants, etc. and the apartment was amazing with a rooftop terrace. Both Suzanna and Charlotte were extremely helpful both before and during our stay."
222887,"Great apartment, well located!"
222887,"The host Charlotte was espectacular with us and was pending for us continuously.
We were at Burdeaux to know the TESLA Store and she call them to get a meeting on its own initiative!! That was great for us and we are very pleasant with her.
Also, she recommend us the best places and restaurants near the apartment, which it's in the middle of Bourdeaux city center.
Great experience and better host!"
222887,"precioso piso para pasar unos días en burdeos. Ubicación perfecta para ir a pie a todas partes, tranvía al lado.Piso bien equipado, preciosas vistas. buena atención."
222887,Perfect place for a pleasant city getaway!
222887,"This apartment is great! Wonderful view of the river and bridge, and also incredibly walkable to restaurants, shops, and sights. We loved the apartment, it's giant stairs, and its proximity to the historic area. Would stay again!"
222887,"Perfect location next to tram, great classic Bordeaux style historic apartment. Loved it!"
222887,Nice apartment in a great location well placed for everything in Bordeaux
222887,"Recommend this apartment, the best feature is the terrace and the location. Good service both at arrival and departure!"
222887,Nice apartment at a good location with a great terrasse. Everything works fine in the place and is well kept. Smooth check-in and check-out. Very recommendable.
222887,"We loved Bordeaux. The location and the roof terrace are the main attractions to staying in this small apartment. The lift was also much appreciated.
The property manager arrived promptly and was very helpful, giving us a map and tips on places to visit."
222887,Cet appartement est tres bien situé dans le centre de bordeaux. Nous avions loué pour 4nuits mais les 2premieres nuits ont été très difficiles car un bruit sourd (type essorage lave vaisselle)resonnait dans l immeuble a cause d’une ventilation installée au dernier étage et qui rendait le couchage dans la chambre de l’entrée très très difficile. Nous avons contacté la proprietaire qui nous a trouvé un autre appartement juste a coté du premier et nous avons passé les deux dernieres nuits dans de bien meilleures conditions... merci donc pour cette initiative malgré tout nous sommes forcément déçus car cela a gaché le séjour.
222887,"Great, well appointed apartment centrally located and amazing view."
222887,"We stayed in the apartment for 2 weeks.

The apartment is located perfect in the center of Bordeaux. It has at fantastic view from the balcony. 

The apartment is very cozy and actually  rather quiet dispite of the central location.

There are a lot of restaurants nearby and many different kinds of shops also groceries.

The service from Suzanna and Charlotte has been fantastic during all our stay in the apartment. Thank you very much.

"
222887,"We spent a month in Suzanna’s place and it was mostly a positive experience. The location is absolutely wonderful, perfect for easy access to tons of restaurants, the tram, the market. La Boulangerie just around the corner was amazing (we went almost every morning for fresh pastries).

This Airbnb has two bedrooms, but only one small shower room and a small WC. Four adults could stay here for a few days. Not sure I would recommend more than that though! For two adults the space was comfortable for a month. The balcony was wonderful. We spent a lot of time outside when weather permitted.

The bed was comfortable, the shower was good, and the kitchen was pretty well supplied.

The biggest negative was a bad smell off and on from the WC. When we talked to Charlotte (the person who checked us in and out) about it, she said it might be a ventilation problem which perhaps can be addressed. It was a little darker than we like (again a few days would probably be fine), and my 6’ tall husband kept bumping his head in the kitchen and the bedroom. We were warned it was a converted attic space, so that should not have been a surprise.

Suzanna mentioned she is doing some updates in January (2019). I expect a couple of things that seemed a little dated will be much improved. Overall, I do recommend this space."
222887,"Merci beaucoup pour l’accueil. L’appartement est superbe, mes amies et moi avons beaucoup aimé la décoration, la vue est magnifique, le logement est très bien situé. Merci beaucoup"
222887,Great apartment close to the city center with spectacular views from the terrace. Check in was easy and the there was great recommendations. I highly recommend staying here.
222887,"Outstanding location, with balcony overlooking the river.  Hugo, who helped us in and out, was wonderful!
A little difficult to find, but worth the effort..."
222887,"This apartment is conveniently located near a major tram hub which is the easy way to get around Bordeaux.  The apartment is in a beautiful old building (few steps up to the elevator but not a bother).  Tiny elevator but also not a bother.   Inside the apartment, it is clean and decorated nicely.  Two bedrooms, one with queen size bed; no dresser; no place to put your suitcase if you want to live out of your suitcase.  The bed was comfortable.  The second bedroom had two uncomfortable twin beds and, again, no place to put your suitcase.  Small bathroom, but even though the shower was small, it did the job.   No complaints.  Very well stocked kitchen.  Living area and dining area very nice.  Wonderful balcony looking over the river and an arch, however, there are mosquitoes.  All this being said, sadly I must report something that was troubling to two senior citizen women.  From the time we drove up to the door of the building (on a little alley), there were men loitering around smoking cigarettes and sometimes drinking on the street.  One night when we came home about 10 p.m. there were more than 30 men loitering around the door of our building and there was a drug deal going down.  Apparently, this is a gathering place for men to play cards and hang out and the entrance to a little garage where they play cards is right next to the entrance door to the apartment.  It was very disconcerting  and if I were a young woman, I would have felt very vulnerable.  There was often loud talking and twice I was awoken during the night by men shouting.  All of the little bistros in the area have outside seating but filled with men smoking, morning, noon and night.  You would not want to sit here even if you could find a seat.  There is a wonderful plaza just a block away near the church where there is a great bakery and lots of restaurants and an interesting flea market on Sunday.  This is where to go to eat and sit outside and enjoy yourself.   Charlotte who handled our arrangements, including obtaining a taxi to pick up us at 4 a.m. on departure day, was very helpful.  This is a charming place but the location is just not what I wanted from Bordeaux.  Did I mention the mosquitoes!"
222887,"Beautiful spot with a beautiful view. The pictures don't do the view justice. Convenient location, great hospitality, would certainly book again."
317273,"Hi Suzanna,

Thank you for allowing us the opportunity to use your lovely apartment . It exceeded your photos and descriptions. We really enjoyed the luxurious space and the very well equipped kitchen for preparing meals. However with all the beautiful places and restaurants within very easy walking distance we were truly spoilt. To have the beautiful park on our doorstep was also a real bonus.
Our host Florence was really friendly and very informative on the apartment and Bordeaux and the surrounding areas. We also appreciated the free street parking as we had a hire car.

We would have no hesitation to return to your apartment ( or perhaps try another one of yours - they all look great and we now know where they are in Bordeaux )

Our daughters are studying French at University and we're working on our youngest to have her ""year-out"" in Bordeaux so we can visit this beautiful City again 

Regards

Richard and Caroline - Newcastle England
"
317273,"A perfect base from which to explore Bordeaux, within easy walking distance of the city centre and to the teams and buses which will take you further afield. We were visiting my daughter who is studying at Bordeaux university, the apartment's lovely large living/ dining room  and well stocked modern kitchen was great for when we weren't sampling the tasty local cuisine and felt like a cosy night in cooking local produce instead. Despite being near to the city centre, the apartment is situated in a quiet street, at the end of the road is the ""jardin de public"" , a welcome oasis of tranquility after busy days exploring Bordeaux.
The apartment was warm and cosy, plenty of heating should you need it, but lovely big windows to throw open wide when the weather warms up.
We found the apartment easily and Charlotte was there to welcome us, she was very friendly and explained all we needed to know about our home for the week.
We thoroughly enjoyed our week of French city living, quite a contrast to the West a Welsh countryside we had left behind. I would recommend this apartment for a break in Bordeaux if you want somewhere a little more luxurious with the relaxed atmosphere that self catering brings,
Thank you Suzannah"
317273,"We loved our stay at Suzanna's apartment. It felt very luxurious and had everything we needed... and we really loved the coffee machine! The apartment is centrally located, was clean and secure and Susanna's team did an excellent job of helping us settle in. If definitely recommend staying here!"
317273,"We were a party of 3 and the flat was perfect for us and very well-appointed, it was just as described and depicted on the website.
Suzanna was very helpful in answering my questions before I booked and Charlotte was very welcoming when we arrived.  We were able to chat with Charlotte about the area and she gave us advice about food shopping, galleries and restaurants in the vicinity.  We also wanted to make a trip into the Medoc and Charlotte recommended places that she had enjoyed visiting - at the end of our stay she texted me to say I'd left something behind and we were able to meet to retrieve it!
We would happily have stayed here a lot longer."
317273,"Beautiful neighbourhood, very well situated in Bordeaux with a very accurate listing. However, there was an awful smell which polluted the  air in the apartment sporadically, which we believe was coming from the drains.  This was very unfortunate as it spoiled the beautiful ambiance that the tasteful decor provided.  We did speak to Management but didn't get to the bottom of it."
317273,"Je connais bien Bordeaux et c'est le meilleur Airbnb que je connaisse. Plein centre, proche d'un magnifique parc public, avec tous les transports en commun. Suzanna et ses collègues sont disponibles, réactives, efficaces, flexibles. Le lieu comme le service sont de haute qualité."
317273,"The apartment is beautiful and in a fantastic location. The property manager, Charlotte, was a true professional and immediately helped with any queries or problems. We thoroughly enjoyed our 4 week stay.
"
317273,"Overall a great flat in a nice location near the public gardens, highly recommended"
317273,Stylish flat at a great location! Suzanna and Charlotte very helpful hosts. Lovely stay at the flat.
317273,"We stayed at Suzanna's place for a month and it was a great experience. It has a wonderful location, right next to a beautiful park/garden with great playgrounds for kids and toddlers. Its also close to an organic Sunday market, 2 big supermarkets and the unesco part of the city. 
Suzanna is so welcoming and takes time to connect with a guest. We didnt meet her personally but Charlotte, the property manager was just as nice and helpful.  Suzanna even went out of her way to purchase a baby seat for our use during our stay.
The place itself is clean and spacious with nice bed and great shower. The brochures, travel books and maps were quite handy to have and it was great to have things like cooking oil and spices for cooking too. 
Just a fantastic base to explore Bordeaux from."
317273,This apartment has the best location it is walking distance to the most important landmarks in Bordeaux. The neighborhood is very elegant and the proximity to the Public Gardens is amazing. It is very spacious and in excellent state. I had a wonderful time.
317273,The apartment was spacious and as advertised. The location was great. Everything I wanted to see was within walking distance. I had a great stay and would book again.
317273,"Great apartment, close to the center very clean & quiet. I always would stay here again!"
317273,"Beautifully fitted out apartment a short walk from Bordeaux next to the Jardin Public. Great amenities, very clean, stylish and spacious. Suzanna was very helpful throughout providing recommendations for our great stay in Bordeaux!"
317273,This is a beautiful apartment in a perfect location. It's quiet and  just a short walk  through a lovely park into the city centre.  Everything about our stay was excellent. One of the nicest airbnb's we have stayed in.
317273,all very good. very well located
317273,"Nous recommandons vivement cet appartement pour un séjour à Bordeaux, l’appartement est très bien, bien aménagé, très confortable, et très bien situé. Si vous souhaitez un appartement où vous pouvez tout faire à pied, ne cherchez plus, louez celui-là...."
317273,"Loved staying at Suzanna’s place in Bordeaux.  The apartment was SO spacious and it was so nice to spread out after two weeks of hotels and rooms in Chateaux.  We wanted for nothing as there were plenty of linens, kitchen supplies, etc.  The coffee machine was GREAT!
We were met by Charlotte, who explained everything thoroughly, and left her contact info for us to call her with any problems/questions.  She also showed us the “tourist” info left there, and went over our map with us with suggestions.
Loved being in a neighborhood with the local butcher, fish shop, bakery, veggie/fruit shops, cheese shop,  wine store, etc. within one or two blocks.  And don’t miss the little restaurants right there.  
The location was central to all areas of interest in Bordeaux.  We walked pretty much everywhere we wanted to go.  There was a beautiful, restful park on the block, and different directions took you to beautiful shopping areas, and great restaurants everywhere.   Very convenient to the easy, clean trams if you happened to purchase some things and wanted to ride back to the apartment!   After a few days we realized just how well the location worked for us.  Surprisingly quiet also.  
Hopefully we will be coming back to Bordeaux.  Such a great destination.  And we would definitely stay at Suzanna’s again.   Bring good walking shoes and get exploring on those cobblestone streets!  
Regina"
317273,Go! Go NOW!!!! ;o)))
317273,"Location - close to the centre without being in it, which was perfect with a baby. Relatively quiet road (can hear the neighbours in the law office upstairs walking around sometimes, but it wasn’t loud or disruptive for us), and right next to a main street with a bakery (Perrin), cheese shops, meat shops, and a couple of grocery stores. And also right next to the Jardin Public was amazing for us for running and for playing at the playground with our 10 month old. 

Apartment - very spacious, tidy, and thought out. Helpful goodies like butter, milk, and crackers, and a couple of bottles of wine to be replaced if consumed, just to get us started. Modern microwave, oven, and stovetop were very helpful to us as was the wine fridge! Since the seasons were turning and the building hadn’t agreed to turn on the heat yet we made use of the space heaters and were tripping the fuses occasionally and wearing layers, but all in all not a major issue for us. Tons of closet space, and a great bathtub/shower! There is a single step up into the kitchen which is worth noting if you have mobility issues or kids - ours loved crawling up it, but required constant and proximate supervision!

Host - very responsive via messaging and kind of them to help us arrange a transfer to the airport. We checked in late at night due to an evening flight arrival and paid a fee to do the late checkin, but were grateful to be met at 10pm with a smiling face. 

Thanks for a great stay in a lovely city!"
317273,"Great apartment and location, and very good hospitality and communication with Suzanna and Charlotte. Bordeaux is well worth a visit and the apartment is both grand and stylish."
317273,Great place and wonderful location. Easy check-in and great communication. Thanks for everything!
317273,Amazing experience in Suzanna’s place!
317273,"Suzanna's place was one of my favourite AirBNB stays. The flat is large and spacious and has everything you need. It is decorated simply but stylishly. Although it is on the more expensive end of one bedroom properties in Bordeaux, its space and luxurious amenities make it worth while. It has a great coffee machine (fully stocked), super modern kitchen and even a ""real"" hair dryer - not one of the small travel ones usually provided. The location is fantastic - it feels like you are in a real neighbourhood, but only a few minutes walk to the centre of town or to Chartrons. Check in was very simple and communication with Suzanna and her property manager was excellent. They couldn't do enough for us, and provided a high quality cot for our baby. Would definitely stay here again."
